approval_action,usage_type,wp_post_type,wp_post_id,wp_slug,wp_title,old_wp_url,canonical_url,target_node_url,filename,migration_note
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1-150x150.jpg,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1.jpg,/media/wordpress-migration/2022/07/classic-225-gray-gold-1.jpg,classic-225-gray-gold-1.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1-150x150.jpg,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1.jpg,/media/wordpress-migration/2022/07/classic-225-gray-gold-1.jpg,classic-225-gray-gold-1.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1-700x700.jpg,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1.jpg,/media/wordpress-migration/2022/07/classic-225-gray-gold-1.jpg,classic-225-gray-gold-1.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1-700x700.jpg,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1.jpg,/media/wordpress-migration/2022/07/classic-225-gray-gold-1.jpg,classic-225-gray-gold-1.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1-300x300.jpg,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1.jpg,/media/wordpress-migration/2022/07/classic-225-gray-gold-1.jpg,classic-225-gray-gold-1.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1-300x300.jpg,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1.jpg,/media/wordpress-migration/2022/07/classic-225-gray-gold-1.jpg,classic-225-gray-gold-1.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1-800x800.jpg,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1.jpg,/media/wordpress-migration/2022/07/classic-225-gray-gold-1.jpg,classic-225-gray-gold-1.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1-800x800.jpg,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1.jpg,/media/wordpress-migration/2022/07/classic-225-gray-gold-1.jpg,classic-225-gray-gold-1.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1-768x768.jpg,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1.jpg,/media/wordpress-migration/2022/07/classic-225-gray-gold-1.jpg,classic-225-gray-gold-1.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1-768x768.jpg,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1.jpg,/media/wordpress-migration/2022/07/classic-225-gray-gold-1.jpg,classic-225-gray-gold-1.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1-860x860.jpg,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1.jpg,/media/wordpress-migration/2022/07/classic-225-gray-gold-1.jpg,classic-225-gray-gold-1.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1-860x860.jpg,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1.jpg,/media/wordpress-migration/2022/07/classic-225-gray-gold-1.jpg,classic-225-gray-gold-1.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1.jpg,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1.jpg,/media/wordpress-migration/2022/07/classic-225-gray-gold-1.jpg,classic-225-gray-gold-1.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1.jpg,https://coveinterior.com/wp-content/uploads/2022/07/classic-225-gray-gold-1.jpg,/media/wordpress-migration/2022/07/classic-225-gray-gold-1.jpg,classic-225-gray-gold-1.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE-430x430.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE.jpg,/media/wordpress-migration/2022/07/COUNTRY-112-BLUE.jpg,COUNTRY-112-BLUE.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE-430x430.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE.jpg,/media/wordpress-migration/2022/07/COUNTRY-112-BLUE.jpg,COUNTRY-112-BLUE.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE-150x150.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE.jpg,/media/wordpress-migration/2022/07/COUNTRY-112-BLUE.jpg,COUNTRY-112-BLUE.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE-150x150.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE.jpg,/media/wordpress-migration/2022/07/COUNTRY-112-BLUE.jpg,COUNTRY-112-BLUE.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE-700x700.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE.jpg,/media/wordpress-migration/2022/07/COUNTRY-112-BLUE.jpg,COUNTRY-112-BLUE.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE-700x700.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE.jpg,/media/wordpress-migration/2022/07/COUNTRY-112-BLUE.jpg,COUNTRY-112-BLUE.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE-300x300.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE.jpg,/media/wordpress-migration/2022/07/COUNTRY-112-BLUE.jpg,COUNTRY-112-BLUE.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE-300x300.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE.jpg,/media/wordpress-migration/2022/07/COUNTRY-112-BLUE.jpg,COUNTRY-112-BLUE.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE-800x800.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE.jpg,/media/wordpress-migration/2022/07/COUNTRY-112-BLUE.jpg,COUNTRY-112-BLUE.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE-800x800.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE.jpg,/media/wordpress-migration/2022/07/COUNTRY-112-BLUE.jpg,COUNTRY-112-BLUE.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE-768x768.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE.jpg,/media/wordpress-migration/2022/07/COUNTRY-112-BLUE.jpg,COUNTRY-112-BLUE.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE-768x768.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE.jpg,/media/wordpress-migration/2022/07/COUNTRY-112-BLUE.jpg,COUNTRY-112-BLUE.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE-860x860.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE.jpg,/media/wordpress-migration/2022/07/COUNTRY-112-BLUE.jpg,COUNTRY-112-BLUE.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE-860x860.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE.jpg,/media/wordpress-migration/2022/07/COUNTRY-112-BLUE.jpg,COUNTRY-112-BLUE.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE.jpg,/media/wordpress-migration/2022/07/COUNTRY-112-BLUE.jpg,COUNTRY-112-BLUE.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-112-BLUE.jpg,/media/wordpress-migration/2022/07/COUNTRY-112-BLUE.jpg,COUNTRY-112-BLUE.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2-430x430.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-BEECH-2.jpg,COUNTRY-167-BEECH-2.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2-430x430.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-BEECH-2.jpg,COUNTRY-167-BEECH-2.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2-150x150.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-BEECH-2.jpg,COUNTRY-167-BEECH-2.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2-150x150.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-BEECH-2.jpg,COUNTRY-167-BEECH-2.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2-700x700.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-BEECH-2.jpg,COUNTRY-167-BEECH-2.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2-700x700.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-BEECH-2.jpg,COUNTRY-167-BEECH-2.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2-300x300.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-BEECH-2.jpg,COUNTRY-167-BEECH-2.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2-300x300.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-BEECH-2.jpg,COUNTRY-167-BEECH-2.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2-800x800.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-BEECH-2.jpg,COUNTRY-167-BEECH-2.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2-800x800.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-BEECH-2.jpg,COUNTRY-167-BEECH-2.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2-768x768.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-BEECH-2.jpg,COUNTRY-167-BEECH-2.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2-768x768.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-BEECH-2.jpg,COUNTRY-167-BEECH-2.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2-860x860.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-BEECH-2.jpg,COUNTRY-167-BEECH-2.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2-860x860.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-BEECH-2.jpg,COUNTRY-167-BEECH-2.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-BEECH-2.jpg,COUNTRY-167-BEECH-2.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,11103,coffee-consoles,Coffee consoles,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-167-BEECH-2.jpg,/media/wordpress-migration/2022/07/COUNTRY-167-BEECH-2.jpg,COUNTRY-167-BEECH-2.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
rewrite_embedded_media_url,page_embedded_media_url,page,17144,all-brass-products,All Brass Products,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-62-BEIGE-DETAILS-430x430.jpg,https://coveinterior.com/wp-content/uploads/2022/07/COUNTRY-62-BEIGE-DETAILS.jpg,/media/wordpress-migration/2022/07/COUNTRY-62-BEIGE-DETAILS.jpg,COUNTRY-62-BEIGE-DETAILS.jpg,content structure rewrite requires separate portfolio/page implementation approval; file import is approved independently
